bundle_version,source_scope,source_file,row_kind,row_order,payload_json
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,schema,0,"{""headers"":[""project_id"",""wbs_id"",""activity_id"",""activity_name"",""planned_start"",""planned_finish"",""actual_start"",""actual_finish"",""forecast_start"",""forecast_finish"",""planned_weight"",""planned_progress"",""actual_progress"",""total_float_days"",""is_critical"",""responsible_party""],""source_sha256"":""41a19f9dc64f88e3c2b7d128e13a95072f75076d8365163f513d2944c0c2d234""}"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,1,"[""Sophia-Mall"",""Sophia-Mall.MILESTONE"",""KD-MS-1000"",""Project Start Date"",""15-Oct-25"","""",""15-Oct-25 A"",""15-Oct-25 A"",""15-Oct-25"","""",""0.0120"",""1.00"",""1.00"",""5"",""No"",""Project Controls""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,2,"[""Sophia-Mall"",""Sophia-Mall.MILESTONE"",""KD-MS-1010"",""Contract Agreement"",""15-Oct-25"","""",""15-Oct-25 A"",""15-Oct-25 A"",""15-Oct-25"","""",""0.0120"",""1.00"",""1.00"",""6"",""No"",""Commercial""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,3,"[""Sophia-Mall"",""Sophia-Mall.MILESTONE"",""KD-MS-1020"",""IFC Drawing Package"",""25-Oct-25"","""",""25-Oct-25 A"",""25-Oct-25 A"",""25-Oct-25"","""",""0.0120"",""1.00"",""1.00"","""",""Yes"",""Engineering""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,4,"[""Sophia-Mall"",""Sophia-Mall.MOBILIZATION"",""KD-MOB-1000"",""Mobilization and site logistics setup"",""17-Oct-25"",""18-Nov-25"",""22-Oct-25 A"",""24-Nov-25 A"",""22-Oct-25"",""20-Nov-25"",""0.0241"",""1.00"",""1.00"",""8"",""No"",""Construction""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,5,"[""Sophia-Mall"",""Sophia-Mall.SURVEY"",""SUR-SM-1010"",""Surveying and benchmark establishment"",""5-Nov-25"",""23-Nov-25"",""13-Nov-25 A"",""2-Dec-25 A"",""13-Nov-25"",""25-Nov-25"",""0.0241"",""1.00"",""1.00"",""9"",""No"",""Survey Team""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,6,"[""Sophia-Mall"",""Sophia-Mall.ENGINEERING"",""E-SUB-SM-1020"",""Structural and architectural shop drawings"",""22-Nov-25"",""6-Jan-26"",""3-Dec-25 A"","""",""3-Dec-25"",""8-Jan-26"",""0.0361"",""0.90"",""0.95"",""-15"",""Yes"",""Engineering""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,7,"[""Sophia-Mall"",""Sophia-Mall.ENGINEERING"",""E-APP-SM-1020"",""Approval of podium and basement drawings"",""5-Jan-26"",""10-Feb-26"",""10-Jan-26 A"","""",""10-Jan-26"",""12-Feb-26"",""0.0361"",""0.78"",""0.83"",""-17"",""Yes"",""Engineer""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,8,"[""Sophia-Mall"",""Sophia-Mall.PROCUREMENT"",""P-MDEL-SM-1000"",""Long lead procurement for steel and MEP sleeves"",""24-Dec-25"",""2-Mar-26"",""1-Jan-26 A"","""",""1-Jan-26"",""4-Mar-26"",""0.0602"",""0.67"",""0.71"",""-19"",""Yes"",""Procurement""]"
2026-08-15.lossless-project-input-bundle.v1,data/activities.csv,01-data/import_templates/activities.csv,data,9,"[""Sophia-Mall"",""Sophia-Mall.CONSTRUCTION"",""CON-SM-EXC-1010"",""Bulk excavation and dewatering"",""9-Dec-25"",""19-Mar-26"",""20-Dec-25 A"",""1-Apr-26 A"",""20-Dec-25"",""21-Mar-26"",""0.1205"",""0.95"",""1.00"","""",""Yes"",""Construction""]"
